class_name,project_name,class_id,class_path,Max-Ruler,commits_count,code_churn_avg,contributors_count,contributors_experience,hunks_count,issue_tracker_issues,cbo,wmc,dit,rfc,lcom,total_methods,max_nested_blocks,total_variables,total_refactorings,ncloc_cloc,duplicated_lines_cpd_density,comment_lines_cloc_density
AzkabanCoreModule.java,azkaban,AW-XIOCVrInABnR0bb4s,az-core/src/main/java/azkaban/AzkabanCoreModule.java,0,1.0,44.0,1.0,100.0,1.0,0,5.0,2.0,2.0,4.0,0.0,2.0,0.0,2.0,0,19.0,0.0,50.0
BlockingStatus.java,azkaban,AW-XIOCYrInABnR0bb52,azkaban-exec-server/src/main/java/azkaban/execapp/event/BlockingStatus.java,0,10.0,9.0,8.0,48.46,1.0,0,2.0,11.0,1.0,4.0,5.0,7.0,3.0,4.0,1,49.0,0.0,23.4375
Countdown.java,azkaban,AW-XIOCbrInABnR0bb7G,az-reportal/src/main/java/azkaban/reportal/util/tableau/Countdown.java,0,1.0,26.0,1.0,100.0,1.0,0,0.0,4.0,1.0,2.0,0.0,3.0,0.0,1.0,0,14.0,0.0,26.31578947
DBMetrics.java,azkaban,AW-XIOCQrInABnR0bb21,azkaban-db/src/main/java/azkaban/db/DBMetrics.java,0,2.0,50.0,1.0,100.0,3.5,0,5.0,8.0,1.0,5.0,14.0,8.0,0.0,7.0,5,47.0,0.0,45.34883721
Event.java,azkaban,AW-XIOCjrInABnR0bb-F,azkaban-common/src/main/java/azkaban/event/Event.java,0,18.0,8.0,8.0,39.82,1.0,20,3.0,6.0,1.0,2.0,0.0,6.0,0.0,4.0,39,32.0,0.0,42.85714286
ExecJettyServerModule.java,azkaban,AW-XIOCYrInABnR0bb5y,azkaban-exec-server/src/main/java/azkaban/execapp/ExecJettyServerModule.java,0,2.0,39.0,1.0,100.0,1.5,4,15.0,4.0,2.0,13.0,1.0,3.0,1.0,11.0,11,59.0,0.0,7.8125
ExecutionOptions.java,azkaban,AW-XIOCmrInABnR0bb-4,azkaban-common/src/main/java/azkaban/executor/ExecutionOptions.java,0,27.0,11.0,11.0,37.47,2.0,0,6.0,39.0,1.0,25.0,433.0,34.0,1.0,41.0,19,209.0,0.0,10.68376068
ExecutorLogEvent.java,azkaban,AW-XIOCmrInABnR0bb-6,azkaban-common/src/main/java/azkaban/executor/ExecutorLogEvent.java,0,6.0,17.0,4.0,52.36,2.0,0,1.0,6.0,1.0,0.0,5.0,6.0,0.0,5.0,0,63.0,0.0,27.5862069
FlowTriggerExecutionCleaner.java,azkaban,AW-XIOCMrInABnR0bb1p,azkaban-web-server/src/main/java/azkaban/flowtrigger/FlowTriggerExecutionCleaner.java,0,2.0,29.0,1.0,100.0,1.5,0,2.0,3.0,1.0,10.0,0.0,3.0,1.0,4.0,0,30.0,0.0,41.17647059
GangliaMetricEmitter.java,azkaban,AW-XIOCjrInABnR0bb99,azkaban-common/src/main/java/azkaban/metric/GangliaMetricEmitter.java,0,9.0,9.0,5.0,56.49,3.0,0,5.0,7.0,1.0,10.0,4.0,4.0,3.0,6.0,4,42.0,0.0,39.13043478
HadoopModule.java,azkaban,AW-XIOCkrInABnR0bb-Q,azkaban-common/src/main/java/azkaban/HadoopModule.java,0,2.0,104.0,2.0,63.16,5.5,0,16.0,20.0,2.0,24.0,41.0,10.0,2.0,13.0,20,141.0,0.0,22.95081967
JmxTriggerManager.java,azkaban,AW-XIOCprInABnR0bcAP,azkaban-common/src/main/java/azkaban/jmx/JmxTriggerManager.java,0,10.0,7.0,4.0,50.79,1.5,2,3.0,9.0,1.0,9.0,0.0,9.0,0.0,1.0,1,41.0,0.0,31.66666667
JmxTriggerManagerMBean.java,azkaban,AW-XIOCqrInABnR0bcAV,azkaban-common/src/main/java/azkaban/jmx/JmxTriggerManagerMBean.java,0,8.0,6.0,3.0,61.16,1.0,0,1.0,8.0,1.0,0.0,28.0,8.0,0.0,0.0,1,19.0,0.0,47.22222222
LocalFlowWatcher.java,azkaban,AW-XIOCYrInABnR0bb51,azkaban-exec-server/src/main/java/azkaban/execapp/event/LocalFlowWatcher.java,0,21.0,5.0,9.0,37.38,2.0,0,6.0,3.0,2.0,8.0,0.0,2.0,1.0,3.0,1,51.0,0.0,26.08695652
LocalHadoopStorage.java,azkaban,AW-XIOCorInABnR0bb_8,azkaban-common/src/main/java/azkaban/storage/LocalHadoopStorage.java,0,1.0,59.0,1.0,100.0,1.0,0,11.0,8.0,2.0,7.0,0.0,5.0,1.0,3.0,0,43.0,0.0,8.510638298
OsMemoryUtil.java,azkaban,AW-XIOCrrInABnR0bcAy,azkaban-common/src/main/java/azkaban/utils/OsMemoryUtil.java,0,7.0,18.0,3.0,69.26,3.0,0,3.0,13.0,1.0,17.0,4.0,5.0,4.0,15.0,33,75.0,0.0,30.55555556
Page.java,azkaban,AW-XIOCOrInABnR0bb2W,azkaban-web-server/src/main/java/azkaban/webapp/servlet/Page.java,0,19.0,9.0,10.0,61.71,1.0,71,8.0,10.0,1.0,16.0,1.0,6.0,2.0,10.0,4,58.0,0.0,34.09090909
RestfulApiClient.java,azkaban,AW-XIOCrrInABnR0bcAt,azkaban-common/src/main/java/azkaban/utils/RestfulApiClient.java,0,5.0,27.0,4.0,43.38,2.0,1,13.0,15.0,1.0,22.0,10.0,5.0,2.0,7.0,5,68.0,0.0,44.71544715
RunningExecutionsUpdaterThread.java,azkaban,AW-XIOClrInABnR0bb-v,azkaban-common/src/main/java/azkaban/executor/RunningExecutionsUpdaterThread.java,0,1.0,86.0,1.0,100.0,1.0,0,5.0,10.0,2.0,9.0,2.0,5.0,3.0,8.0,1,50.0,0.0,32.43243243
StorageImplementationType.java,azkaban,AW-XIOCprInABnR0bcAB,azkaban-common/src/main/java/azkaban/storage/StorageImplementationType.java,0,4.0,12.0,3.0,75.0,1.0,0,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0,22.0,0.0,42.10526316
UserManagerResource.java,azkaban,AW-XIOCMrInABnR0bb1b,azkaban-web-server/src/restli/java/azkaban/restli/UserManagerResource.java,0,16.0,6.0,7.0,47.21,2.5,2,14.0,7.0,2.0,26.0,10.0,5.0,1.0,12.0,1,68.0,0.0,20.0
WebServerProvider.java,azkaban,AW-XIOCNrInABnR0bb18,azkaban-web-server/src/main/java/azkaban/webapp/WebServerProvider.java,0,4.0,26.0,3.0,79.05,5.0,4,8.0,9.0,1.0,25.0,0.0,4.0,1.0,12.0,63,70.0,0.0,20.45454545
CandidateSelector.java,azkaban,AW-XIOCnrInABnR0bb_e,azkaban-common/src/main/java/azkaban/executor/selector/CandidateSelector.java,0,11.0,9.0,2.0,67.34,4.0,0,6.0,11.0,1.0,9.0,1.0,3.0,3.0,5.0,9,52.0,0.0,37.34939759
ExecMetrics.java,azkaban,AW-XIOCYrInABnR0bb5u,azkaban-exec-server/src/main/java/azkaban/execapp/ExecMetrics.java,0,10.0,6.0,6.0,37.69,2.5,0,7.0,4.0,1.0,4.0,0.0,4.0,0.0,7.0,24,34.0,0.0,39.28571429
QueuedExecutions.java,azkaban,AW-XIOCkrInABnR0bb-Z,azkaban-common/src/main/java/azkaban/executor/QueuedExecutions.java,0,3.0,59.0,3.0,65.26,2.0,0,7.0,23.0,1.0,22.0,0.0,13.0,1.0,8.0,6,92.0,0.0,41.7721519
SimpleAutoRampPolicy.java,azkaban,AW-XIOCnrInABnR0bb_l,azkaban-common/src/main/java/azkaban/ramppolicy/SimpleAutoRampPolicy.java,0,1.0,97.0,1.0,100.0,1.0,0,7.0,14.0,2.0,14.0,6.0,4.0,2.0,7.0,0,57.0,0.0,35.95505618
BsonFileViewer.java,azkaban,AW-XIOCarInABnR0bb6f,az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/BsonFileViewer.java,0,1.0,113.0,1.0,100.0,1.0,0,8.0,9.0,2.0,19.0,3.0,3.0,3.0,9.0,0,64.0,0.0,32.63157895
CommonMetrics.java,azkaban,AW-XIOCprInABnR0bcAL,azkaban-common/src/main/java/azkaban/metrics/CommonMetrics.java,0,15.0,11.0,9.0,30.51,4.0,0,7.0,15.0,1.0,8.0,75.0,15.0,0.0,25.0,43,88.0,0.0,41.33333333
ExecutableFlowPriorityComparator.java,azkaban,AW-XIOCmrInABnR0bb-9,azkaban-common/src/main/java/azkaban/executor/ExecutableFlowPriorityComparator.java,0,5.0,19.0,2.0,71.33,1.0,0,7.0,16.0,1.0,12.0,1.0,2.0,2.0,6.0,0,56.0,0.0,37.77777778
Executor.java,azkaban,AW-XIOClrInABnR0bb-j,azkaban-common/src/main/java/azkaban/executor/Executor.java,0,14.0,11.0,4.0,57.81,2.5,155,3.0,28.0,1.0,6.0,20.0,13.0,2.0,9.0,37,96.0,0.0,26.15384615
ExecutorHealthChecker.java,azkaban,AW-XIOCmrInABnR0bb_C,azkaban-common/src/main/java/azkaban/executor/ExecutorHealthChecker.java,0,2.0,90.0,1.0,100.0,1.0,1,16.0,22.0,1.0,53.0,0.0,6.0,4.0,20.0,0,130.0,0.0,23.07692308
FlowProps.java,azkaban,AW-XIOChrInABnR0bb9U,azkaban-common/src/main/java/azkaban/flow/FlowProps.java,0,9.0,16.0,5.0,50.68,1.0,0,2.0,10.0,1.0,5.0,0.0,8.0,1.0,8.0,4,46.0,0.0,24.59016393
MultipartParser.java,azkaban,AW-XIOCOrInABnR0bb2U,azkaban-web-server/src/main/java/azkaban/webapp/servlet/MultipartParser.java,0,12.0,10.0,6.0,66.67,1.0,0,5.0,5.0,1.0,6.0,0.0,2.0,2.0,4.0,4,37.0,0.0,28.84615385
ProjectCacheCleaner.java,azkaban,AW-XIOCXrInABnR0bb5q,azkaban-exec-server/src/main/java/azkaban/execapp/ProjectCacheCleaner.java,0,3.0,71.0,1.0,100.0,5.0,0,7.0,21.0,1.0,48.0,4.0,8.0,3.0,21.0,18,139.0,0.0,25.6684492
ProjectLoader.java,azkaban,AW-XIOCsrInABnR0bcBY,azkaban-common/src/main/java/azkaban/project/ProjectLoader.java,0,31.0,9.0,13.0,46.43,2.0,0,9.0,34.0,1.0,0.0,561.0,34.0,0.0,0.0,31,79.0,0.0,59.69387755
ProjectLogEvent.java,azkaban,AW-XIOCsrInABnR0bcBV,azkaban-common/src/main/java/azkaban/project/ProjectLogEvent.java,0,13.0,11.0,9.0,36.79,2.0,0,1.0,6.0,1.0,0.0,5.0,6.0,0.0,5.0,1,83.0,0.0,19.41747573
RegexKafkaDependencyMatcher.java,azkaban,AW-XIOCarInABnR0bb6p,az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/RegexKafkaDependencyMatcher.java,0,1.0,36.0,1.0,100.0,1.0,0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,0,13.0,0.0,58.06451613
SessionCache.java,azkaban,AW-XIOCnrInABnR0bb_T,azkaban-common/src/main/java/azkaban/server/session/SessionCache.java,0,28.0,9.0,14.0,42.86,2.0,1,7.0,16.0,1.0,28.0,0.0,9.0,2.0,13.0,11,90.0,0.0,38.35616438
SparkJobArg.java,azkaban,AW-XIOCRrInABnR0bb3Z,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/SparkJobArg.java,0,2.0,29.0,2.0,95.16,2.0,0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,4.0,0,45.0,0.0,6.25
StorageCleaner.java,azkaban,AW-XIOCorInABnR0bb_7,azkaban-common/src/main/java/azkaban/storage/StorageCleaner.java,0,5.0,37.0,4.0,67.07,2.0,3,11.0,23.0,1.0,29.0,0.0,7.0,3.0,18.0,12,113.0,0.0,31.51515152
ValidationStatus.java,azkaban,AW-XIOCtrInABnR0bcBs,azkaban-common/src/main/java/azkaban/project/validator/ValidationStatus.java,0,4.0,6.0,3.0,76.47,1.5,0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1,14.0,0.0,22.22222222
Version.java,azkaban,AW-XIOCurInABnR0bcB0,az-crypto/src/main/java/azkaban/crypto/Version.java,0,2.0,34.0,1.0,100.0,0.5,95,2.0,6.0,1.0,9.0,2.0,4.0,1.0,5.0,1,37.0,0.0,37.28813559
HadoopHiveJob.java,azkaban,AW-XIOCRrInABnR0bb3K,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/HadoopHiveJob.java,0,6.0,24.0,4.0,54.9,1.5,3,10.0,15.0,6.0,34.0,43.0,10.0,2.0,10.0,42,90.0,0.0,21.73913043
PigIoStats.java,azkaban,AW-XIOCSrInABnR0bb3h,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/pig/PigIoStats.java,0,1.0,87.0,1.0,100.0,1.0,0,3.0,9.0,1.0,8.0,0.0,9.0,0.0,10.0,0,58.0,0.0,20.54794521
AbstractMailer.java,azkaban,AW-XIOCrrInABnR0bcA-,azkaban-common/src/main/java/azkaban/utils/AbstractMailer.java,0,20.0,4.0,12.0,31.28,1.0,0,3.0,4.0,1.0,6.0,0.0,4.0,0.0,6.0,10,29.0,0.0,38.29787234
AbstractQuartzJob.java,azkaban,AW-XIOCMrInABnR0bb1e,azkaban-web-server/src/main/java/azkaban/scheduler/AbstractQuartzJob.java,0,1.0,38.0,1.0,100.0,1.0,0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,0,14.0,0.0,56.25
AbstractRampPolicy.java,azkaban,AW-XIOCorInABnR0bb_q,azkaban-common/src/main/java/azkaban/ramppolicy/AbstractRampPolicy.java,0,1.0,34.0,1.0,100.0,1.0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0,10.0,0.0,64.28571429
AlterTableLocationQL.java,azkaban,AW-XIOCSrInABnR0bb32,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/hive/actions/AlterTableLocationQL.java,0,1.0,33.0,1.0,100.0,1.0,0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0,13.0,0.0,55.17241379
AssignExecutorDao.java,azkaban,AW-XIOClrInABnR0bb-l,azkaban-common/src/main/java/azkaban/executor/AssignExecutorDao.java,0,2.0,36.0,2.0,97.26,1.0,0,5.0,8.0,1.0,3.0,0.0,3.0,2.0,5.0,0,48.0,0.0,23.80952381
AzkabanDatabaseUpdater.java,azkaban,AW-XIOCqrInABnR0bcAi,azkaban-common/src/main/java/azkaban/database/AzkabanDatabaseUpdater.java,0,8.0,14.0,7.0,48.75,1.5,3,8.0,8.0,1.0,17.0,0.0,2.0,1.0,9.0,1,64.0,0.0,18.98734177
AzkabanDataSource.java,azkaban,AW-XIOCQrInABnR0bb2x,azkaban-db/src/main/java/azkaban/db/AzkabanDataSource.java,0,3.0,8.0,2.0,96.0,1.0,1,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0,6.0,0.0,71.42857143
AzkabanDataSource.java,azkaban,AW-XIOCqrInABnR0bcAf,azkaban-common/src/main/java/azkaban/database/AzkabanDataSource.java,0,8.0,5.0,7.0,30.0,1.0,1,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1,6.0,0.0,71.42857143
AzkabanEventReporter.java,azkaban,AW-XIOCPrInABnR0bb2k,azkaban-spi/src/main/java/azkaban/spi/AzkabanEventReporter.java,0,2.0,19.0,1.0,100.0,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,5.0,0.0,68.75
AzkabanException.java,azkaban,AW-XIOCPrInABnR0bb2j,azkaban-spi/src/main/java/azkaban/spi/AzkabanException.java,0,3.0,16.0,2.0,81.36,1.0,0,0.0,7.0,4.0,2.0,10.0,5.0,1.0,1.0,1,24.0,0.0,40.0
AzkabanFlow.java,azkaban,AW-XIOCsrInABnR0bcBR,azkaban-common/src/main/java/azkaban/project/AzkabanFlow.java,0,7.0,16.0,2.0,50.68,2.0,0,3.0,4.0,2.0,1.0,0.0,4.0,0.0,2.0,18,72.0,0.0,22.58064516
AzkabanJob.java,azkaban,AW-XIOCtrInABnR0bcBf,azkaban-common/src/main/java/azkaban/project/AzkabanJob.java,0,6.0,13.0,2.0,63.71,3.0,0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,16,43.0,0.0,32.8125
AzkabanNode.java,azkaban,AW-XIOCsrInABnR0bcBN,azkaban-common/src/main/java/azkaban/project/AzkabanNode.java,0,5.0,13.0,2.0,54.67,4.0,0,1.0,6.0,1.0,2.0,5.0,6.0,0.0,5.0,13,35.0,0.0,35.18518519
AzkabanServer.java,azkaban,AW-XIOCkrInABnR0bb-U,azkaban-common/src/main/java/azkaban/server/AzkabanServer.java,0,16.0,11.0,10.0,42.37,3.0,6,9.0,27.0,1.0,26.0,37.0,10.0,2.0,15.0,6,107.0,0.0,17.69230769
CancellationCause.java,azkaban,AW-XIOCNrInABnR0bb1t,azkaban-web-server/src/main/java/azkaban/flowtrigger/CancellationCause.java,0,2.0,13.0,1.0,100.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,66.66666667
CandidateFilter.java,azkaban,AW-XIOCnrInABnR0bb_Y,azkaban-common/src/main/java/azkaban/executor/selector/CandidateFilter.java,0,7.0,13.0,2.0,63.0,4.0,0,5.0,7.0,1.0,9.0,1.0,3.0,2.0,4.0,2,37.0,0.0,53.16455696
Capability.java,azkaban,AW-XIOCZrInABnR0bb6Z,az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/Capability.java,0,1.0,22.0,1.0,100.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,75.0
CaseInsensitiveConcurrentHashMap.java,azkaban,AW-XIOCqrInABnR0bcAr,azkaban-common/src/main/java/azkaban/utils/CaseInsensitiveConcurrentHashMap.java,0,1.0,45.0,1.0,100.0,1.0,0,1.0,4.0,1.0,5.0,0.0,4.0,0.0,1.0,0,17.0,0.0,54.05405405
CircularBuffer.java,azkaban,AW-XIOCrrInABnR0bcAv,azkaban-common/src/main/java/azkaban/utils/CircularBuffer.java,0,12.0,12.0,8.0,32.29,1.0,0,1.0,8.0,1.0,8.0,0.0,6.0,1.0,3.0,4,43.0,0.0,32.8125
ConditionOnJobStatus.java,azkaban,AW-XIOChrInABnR0bb9V,azkaban-common/src/main/java/azkaban/flow/ConditionOnJobStatus.java,0,2.0,22.0,1.0,100.0,1.0,0,1.0,5.0,1.0,2.0,0.0,3.0,2.0,1.0,0,24.0,0.0,38.46153846
ContentType.java,azkaban,AW-XIOCZrInABnR0bb6X,az-hdfs-viewer/src/main/java/azkaban/viewer/hdfs/ContentType.java,0,1.0,22.0,1.0,100.0,1.0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,75.0
CredentialProvider.java,azkaban,AW-XIOCurInABnR0bcB8,azkaban-hadoop-security-plugin/src/main/java/azkaban/security/CredentialProvider.java,0,1.0,31.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,85.71428571
CronSchedule.java,azkaban,AW-XIOCtrInABnR0bcBb,azkaban-common/src/main/java/azkaban/project/CronSchedule.java,0,4.0,18.0,1.0,100.0,1.5,0,3.0,7.0,1.0,6.0,0.0,4.0,1.0,3.0,0,36.0,0.0,40.0
Dag.java,azkaban,AW-XIOCZrInABnR0bb6P,azkaban-exec-server/src/main/java/azkaban/dag/Dag.java,0,4.0,40.0,1.0,100.0,3.0,7,5.0,23.0,1.0,13.0,0.0,12.0,2.0,6.0,0,83.0,0.0,41.95804196
DagBuilder.java,azkaban,AW-XIOCZrInABnR0bb6K,azkaban-exec-server/src/main/java/azkaban/dag/DagBuilder.java,0,4.0,55.0,1.0,100.0,3.5,0,7.0,11.0,1.0,10.0,5.0,7.0,1.0,8.0,7,106.0,0.0,45.36082474
DagException.java,azkaban,AW-XIOCZrInABnR0bb6O,azkaban-exec-server/src/main/java/azkaban/dag/DagException.java,0,1.0,24.0,1.0,100.0,1.0,0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0,6.0,0.0,71.42857143
DagProcessor.java,azkaban,AW-XIOCZrInABnR0bb6N,azkaban-exec-server/src/main/java/azkaban/dag/DagProcessor.java,0,1.0,28.0,1.0,100.0,1.0,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,84.0
DagService.java,azkaban,AW-XIOCZrInABnR0bb6M,azkaban-exec-server/src/main/java/azkaban/dag/DagService.java,0,3.0,33.0,1.0,100.0,8.0,0,9.0,8.0,1.0,8.0,0.0,8.0,0.0,5.0,8,50.0,0.0,42.52873563
DatabaseOperator.java,azkaban,AW-XIOCQrInABnR0bb22,azkaban-db/src/main/java/azkaban/db/DatabaseOperator.java,0,8.0,20.0,4.0,76.33,2.5,4,11.0,14.0,1.0,15.0,0.0,6.0,2.0,6.0,19,78.0,0.0,46.20689655
DatabaseStorage.java,azkaban,AW-XIOCprInABnR0bcAA,azkaban-common/src/main/java/azkaban/storage/DatabaseStorage.java,0,9.0,10.0,4.0,62.16,3.0,2,7.0,8.0,1.0,5.0,22.0,8.0,0.0,1.0,19,51.0,0.0,32.0
Decryptions.java,azkaban,AW-XIOCurInABnR0bcB1,az-crypto/src/main/java/azkaban/crypto/Decryptions.java,0,2.0,27.0,1.0,100.0,1.5,0,5.0,1.0,1.0,11.0,0.0,1.0,1.0,7.0,1,36.0,0.0,23.40425532
DependencyCheck.java,azkaban,AW-XIOCbrInABnR0bb63,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyCheck.java,0,3.0,14.0,1.0,100.0,1.0,0,5.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,1,7.0,0.0,80.0
DependencyException.java,azkaban,AW-XIOCNrInABnR0bb1q,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyException.java,0,1.0,32.0,1.0,100.0,1.0,0,1.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,0,11.0,0.0,57.69230769
DependencyFile.java,azkaban,AW-XIOCPrInABnR0bb2f,azkaban-spi/src/main/java/azkaban/spi/DependencyFile.java,0,1.0,55.0,1.0,100.0,1.0,0,2.0,7.0,2.0,3.0,0.0,3.0,1.0,2.0,0,27.0,0.0,44.89795918
DependencyInstance.java,azkaban,AW-XIOCMrInABnR0bb1n,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyInstance.java,0,3.0,34.0,1.0,100.0,1.0,0,4.0,14.0,1.0,0.0,39.0,14.0,0.0,7.0,14,67.0,0.0,19.27710843
DependencyInstanceCallback.java,azkaban,AW-XIOCbrInABnR0bb6z,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyInstanceCallback.java,0,3.0,10.0,1.0,100.0,1.0,0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1,5.0,0.0,80.76923077
DependencyInstanceCallbackImpl.java,azkaban,AW-XIOCMrInABnR0bb1i,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyInstanceCallbackImpl.java,0,2.0,20.0,1.0,100.0,4.0,0,3.0,3.0,1.0,3.0,0.0,3.0,0.0,1.0,0,17.0,0.0,46.875
DependencyInstanceConfig.java,azkaban,AW-XIOCbrInABnR0bb60,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyInstanceConfig.java,0,2.0,14.0,1.0,100.0,0.5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,84.61538462
DependencyInstanceConfigImpl.java,azkaban,AW-XIOCMrInABnR0bb1l,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyInstanceConfigImpl.java,0,1.0,41.0,1.0,100.0,1.0,0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,0,19.0,0.0,44.11764706
DependencyInstanceContext.java,azkaban,AW-XIOCbrInABnR0bb61,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyInstanceContext.java,0,3.0,10.0,1.0,100.0,1.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,84.61538462
DependencyInstanceProcessor.java,azkaban,AW-XIOCNrInABnR0bb1u,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyInstanceProcessor.java,0,2.0,20.0,1.0,100.0,2.0,0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0,15.0,0.0,55.88235294
DependencyInstanceRuntimeProps.java,azkaban,AW-XIOCbrInABnR0bb62,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyInstanceRuntimeProps.java,0,2.0,14.0,1.0,100.0,0.5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,84.61538462
DependencyInstanceRuntimePropsImpl.java,azkaban,AW-XIOCNrInABnR0bb1s,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyInstanceRuntimePropsImpl.java,0,1.0,41.0,1.0,100.0,1.0,0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,0,19.0,0.0,44.11764706
DependencyMatcher.java,azkaban,AW-XIOCarInABnR0bb6r,az-flow-trigger-dependency-type/kafka-event-trigger/src/main/java/trigger/kafka/matcher/DependencyMatcher.java,0,1.0,28.0,1.0,100.0,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,84.0
DependencyPluginConfig.java,azkaban,AW-XIOCarInABnR0bb6y,az-flow-trigger-dependency-plugin/src/main/java/azkaban/flowtrigger/DependencyPluginConfig.java,0,2.0,14.0,1.0,100.0,0.5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,84.61538462
DependencyPluginConfigImpl.java,azkaban,AW-XIOCMrInABnR0bb1k,azkaban-web-server/src/main/java/azkaban/flowtrigger/DependencyPluginConfigImpl.java,0,1.0,41.0,1.0,100.0,1.0,0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,1.0,0,19.0,0.0,44.11764706
DependencyTransferException.java,azkaban,AW-XIOCrrInABnR0bcAz,azkaban-common/src/main/java/azkaban/utils/DependencyTransferException.java,0,1.0,34.0,1.0,100.0,1.0,0,0.0,3.0,4.0,0.0,3.0,3.0,0.0,0.0,0,12.0,0.0,60.0
DropPartitionHQL.java,azkaban,AW-XIOCSrInABnR0bb3y,az-hadoop-jobtype-plugin/src/main/java/azkaban/jobtype/hiveutils/azkaban/hive/actions/DropPartitionHQL.java,0,1.0,41.0,1.0,100.0,1.0,0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,0,20.0,0.0,44.44444444
EmailMessageCreator.java,azkaban,AW-XIOCrrInABnR0bcA1,azkaban-common/src/main/java/azkaban/utils/EmailMessageCreator.java,0,1.0,59.0,1.0,100.0,1.0,0,4.0,3.0,1.0,6.0,1.0,3.0,0.0,9.0,18,35.0,0.0,30.0
EncodingType.java,azkaban,AW-XIOCQrInABnR0bb2z,azkaban-db/src/main/java/azkaban/db/EncodingType.java,0,4.0,12.0,2.0,77.78,1.0,0,1.0,5.0,1.0,0.0,1.0,3.0,1.0,1.0,1,21.0,0.0,48.7804878
EventData.java,azkaban,AW-XIOCjrInABnR0bb-H,azkaban-common/src/main/java/azkaban/event/EventData.java,0,3.0,14.0,2.0,86.36,4.0,1,2.0,4.0,1.0,2.0,2.0,4.0,0.0,2.0,0,20.0,0.0,41.17647059
EventListener.java,azkaban,AW-XIOCjrInABnR0bb-G,azkaban-common/src/main/java/azkaban/event/EventListener.java,0,11.0,4.0,5.0,75.41,1.0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4.0,0.0,78.94736842
EventType.java,azkaban,AW-XIOCPrInABnR0bb2i,azkaban-spi/src/main/java/azkaban/spi/EventType.java,0,2.0,14.0,1.0,100.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10.0,0.0,23.07692308
